INFO - 2019-01-06 11:55:39,354 - 开始执行脚本 index.py
WARNING - 2019-01-07 01:42:16,212 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=85621, 第一次, 第1次个人创作专辑, 光良, NULL, 04:23, NULL,' at line 1")
WARNING - 2019-01-07 01:42:16,361 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=537208061, 谈情说爱, 谈情说爱, 小晏晏/伊小葵, NULL, 03:35' at line 1")
WARNING - 2019-01-07 01:42:16,520 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=165340, 有点甜, 万有引力, , NULL, 03:55, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:42:16,674 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=165375, 专属味道, 慢慢懂, 汪苏泷/By2, NULL, 03:33, NULL, 2553' at line 1")
WARNING - 2019-01-07 01:42:16,818 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=29408659, 我想和你看电影, 洗耳朵的卡夫卡, 汪苏泷, NULL' at line 1")
WARNING - 2019-01-07 01:42:16,979 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=479219330, 我一定会爱上你, 我一定会爱上你, 方糖泡泡, ' at line 1")
WARNING - 2019-01-07 01:42:17,134 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=506092654, 我看着你的时候, 我看着你的时候, 谢春花, NUL' at line 1")
WARNING - 2019-01-07 01:42:17,279 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=28103419, 想定下来, 如果分开我也爱你, 李荣浩, NULL, 03:3' at line 1")
WARNING - 2019-01-07 01:42:17,436 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=505451271, 初次见面, 初次见面, 关喆, NULL, 04:37, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:42:17,585 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=247491, 爱的魔法, 他不爱我, 洪雨雷, NULL, 03:11, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:42:17,743 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=33599673, 超想见你, 超想见你, 金莎, NULL, 03:37, NULL, 255324' at line 1")
WARNING - 2019-01-07 01:42:17,891 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=26425119, 那个女孩, 再见你好吗&nbsp;Hello&nbsp;Goodbye, 赵泳' at line 1")
WARNING - 2019-01-07 01:42:18,046 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=469699266, 最美情侣, 最美情侣, 陶喆/卢广仲, NULL, 04:01, N' at line 1")
WARNING - 2019-01-07 01:42:18,193 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25642952, 我们的歌, 改变自己, 白小白, NULL, 04:07, NULL, 255' at line 1")
WARNING - 2019-01-07 01:42:18,338 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=150422, 今天你要嫁给我, 太美丽, 王力宏, NULL, 04:32, NULL,' at line 1")
WARNING - 2019-01-07 01:42:18,497 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=354620, 只对你有感觉, 飞轮海首张同名专辑, 陶喆/蔡依' at line 1")
WARNING - 2019-01-07 01:42:18,639 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=191179, 看月亮爬上来, 穿越三部曲, 飞轮海/田馥甄, NULL,' at line 1")
WARNING - 2019-01-07 01:42:18,784 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=29755139, 星座恋人, 星座恋人, 张杰, NULL, 03:57, NULL, 255324' at line 1")
WARNING - 2019-01-07 01:42:18,931 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=516358518, 莫名奇妙爱上你, 我来自四叶草, 徐良/吴昕, NU' at line 1")
WARNING - 2019-01-07 01:42:19,084 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=33206214, 小幸运 - (电影《我的少女时代》主题曲), 小幸' at line 1")
WARNING - 2019-01-07 01:42:19,239 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=864647456, Lover&nbsp;Boy&nbsp;88, Lover&nbsp;Boy&nbsp;88, 田馥甄, N' at line 1")
WARNING - 2019-01-07 01:42:19,390 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=247495, 我们结婚吧, 他不爱我, Higher&nbsp;Brothers/Phum Viphur' at line 1")
WARNING - 2019-01-07 01:42:19,536 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=864100958, 小鹿乱撞, 小鹿乱撞, 刘佳/金莎, NULL, 03:08, NULL' at line 1")
WARNING - 2019-01-07 01:42:19,685 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=434070103, 我喜欢你胜过削好的水果周末的零食延后的死' at line 1")
WARNING - 2019-01-07 01:42:19,834 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=4873544, 你曾经让我心动, 恶作剧2吻, 森冬/蓬岛以左煮' at line 1")
WARNING - 2019-01-07 01:42:19,985 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=297494, 心电心, 心电心, 谢和弦, NULL, 03:47, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:42:20,131 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=177074, 就想赖着你, 9314男人与男孩&nbsp;Bonus&nbsp;CD, 王心' at line 1")
WARNING - 2019-01-07 01:42:20,286 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=546279760, 目不转睛, Feel&nbsp;&amp;&nbsp;Sight, 言承旭, NULL, 0' at line 1")
WARNING - 2019-01-07 01:42:20,439 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25698049, 一生守候, 为爱做的一切, 王以太, NULL, 04:54, NUL' at line 1")
WARNING - 2019-01-07 01:42:20,601 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=375295, 触电, Forever&nbsp;新歌+精选, 王若琳, NULL, 04:21, NUL' at line 1")
WARNING - 2019-01-07 01:42:20,749 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=505446115, 樱花粉的浪漫, 带着音乐去旅行, S.H.E, NULL, 03:2' at line 1")
WARNING - 2019-01-07 01:42:20,891 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25729074, 因你而在, 因你而在, 二珂, NULL, 04:25, NULL, 255324' at line 1")
WARNING - 2019-01-07 01:42:21,049 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1296583188, 星球坠落&nbsp;(Live), 中国新说唱&nbsp;第3期, 林' at line 1")
WARNING - 2019-01-07 01:42:21,192 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=144509, 对面的女孩看过来, 爱像太平洋, 艾热/李佳隆, NU' at line 1")
WARNING - 2019-01-07 01:42:21,339 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=421808009, 全面沦陷 - (原曲：I&nbsp;Wanna&nbsp;Hear&nbsp;You&nbs' at line 1")
WARNING - 2019-01-07 01:42:21,487 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=63650, 独家记忆, 独家记忆&nbsp;(Hong&nbsp;Kong&nbsp;Version), ' at line 1")
WARNING - 2019-01-07 01:42:21,641 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=156193, 为你写诗, 为你写诗, 陈小春, NULL, 04:46, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:42:21,805 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=519913462, 做我的猫, 做我的猫, 吴克群, NULL, 04:01, NULL, 25' at line 1")
WARNING - 2019-01-07 01:42:21,959 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=89805, 对你爱不完, 对你爱不完, 满舒克, NULL, 04:40, NULL, ' at line 1")
WARNING - 2019-01-07 01:42:22,101 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=27483167, 唯一, 唯一, 郭富城, NULL, 04:22, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:42:22,248 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=150430, 就是爱你, 太平盛世, 王力宏, NULL, 04:21, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:42:22,395 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1309833126, 粉色苏打, REcognize, 陶喆, NULL, 03:00, NULL, 2553249' at line 1")
WARNING - 2019-01-07 01:42:22,546 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1325897842, 告白, 告白, 安全着陆/木秦, NULL, 04:09, NULL, 255' at line 1")
WARNING - 2019-01-07 01:42:22,689 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1318530025, 我不喜欢这世界只喜欢你, 我不喜欢这世界只' at line 1")
WARNING - 2019-01-07 01:42:22,869 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=36668711, 就算我唱遍所有情歌, 就算我唱遍所有情歌, 李' at line 1")
WARNING - 2019-01-07 01:42:23,013 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=85461, 双子星, 不会分离, 简弘亦, NULL, 04:03, NULL, 255324965' at line 1")
WARNING - 2019-01-07 01:42:23,156 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25986095, 大城小爱, 盖世英雄, 光良, NULL, 03:44, NULL, 255324' at line 1")
WARNING - 2019-01-07 01:42:23,325 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=28830585, 一起老去 - (电影《闺蜜》主题曲), 一起老去, ' at line 1")
WARNING - 2019-01-07 01:42:23,487 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=86279, 情歌王, 我还是你的&nbsp;-&nbsp;情歌王, 薛凯琪/陈' at line 1")
WARNING - 2019-01-07 01:42:23,634 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=509506034, 情话微甜, 情话微甜, 古巨基, NULL, 03:28, NULL, 25' at line 1")
WARNING - 2019-01-07 01:42:23,781 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=392907, 全世界宣布爱你 - (偶像剧《牵牛的夏天》插曲),' at line 1")
WARNING - 2019-01-07 01:42:23,923 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=108103, 想把我唱给你听, 北京的冬天, 孙子涵/李潇潇, NU' at line 1")
WARNING - 2019-01-07 01:42:24,074 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=502103677, 你是我最愚蠢的一次浪漫, 柔软, 老狼/王婧, NU' at line 1")
WARNING - 2019-01-07 01:42:24,220 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=30612793, 多远都要在一起, 新的心跳, 房东的猫, NULL, 03:3' at line 1")
WARNING - 2019-01-07 01:42:24,373 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=465920905, 全部都是你, 全部都是你, G.E.M.邓紫棋, NULL, 03:' at line 1")
WARNING - 2019-01-07 01:42:24,536 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=30089063, 遇见你的时候所有星星都落到我头上 - (电视剧' at line 1")
WARNING - 2019-01-07 01:42:24,679 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=557581284, 纸短情长, 纸短情长, 高姗, NULL, 03:06, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:42:24,826 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1311346265, 可以认识一下吗？, 可以认识一下吗？, 花粥,' at line 1")
WARNING - 2019-01-07 01:42:24,969 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=509518010, 我多喜欢你，你会知道 - (网剧《致我们单纯' at line 1")
WARNING - 2019-01-07 01:42:25,117 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=399353833, 好想你, 四叶草Joyce&nbsp;Chu, 王俊琪, NULL, 02:38, ' at line 1")
WARNING - 2019-01-07 01:42:25,261 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=326738, 宝贝&nbsp;(in&nbsp;a&nbsp;day), my&nbsp;life&nbsp;will…, ' at line 1")
WARNING - 2019-01-07 01:42:25,428 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=516728102, 浪子回头, 卡通人物, 张悬, NULL, 04:19, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:42:25,571 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=546723152, 拥抱, 拥抱, 茄子蛋, NULL, 03:05, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:42:25,711 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=526464145, 喜欢, 喜欢, 徐秉龙, NULL, 04:10, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:42:25,879 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=92939, 那女孩对我说, 专属密码, 阿肆, NULL, 04:31, NULL, 255' at line 1")
WARNING - 2019-01-07 01:42:26,046 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=385973, 恋爱ing, 知足&nbsp;最真杰作选, 黄义达, NULL, 02:49,' at line 1")
WARNING - 2019-01-07 01:42:26,193 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=82203, 为你写的歌, 橙月&nbsp;Orange&nbsp;Moon, 五月天, NULL, ' at line 1")
WARNING - 2019-01-07 01:42:26,347 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1313321629, 珍珠, 珍珠, 方大同, NULL, 03:51, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:42:26,501 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=424496769, 再一起, 幸福三部曲, RA/BK., NULL, 04:06, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:42:26,654 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=514761281, 白羊, 白羊, 余佳运, NULL, 02:48, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:42:26,806 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1301042215, 宝贝, 宝贝, 徐秉龙/沈以诚, NULL, 01:54, NULL, 255' at line 1")
WARNING - 2019-01-07 01:42:26,946 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1313558861, 我喜欢你, 我喜欢你, 接个吻，开一枪/八连杀' at line 1")
WARNING - 2019-01-07 01:42:27,105 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1293953398, 一点点就好, 一点点就好, , NULL, 03:41, NULL, 2553' at line 1")
INFO - 2019-01-07 01:42:33,200 - 点击歌曲<a href="/song?id=573384240"><b title="如约而至">如约<div class="soil">迉</div>而至</b></a>
WARNING - 2019-01-07 01:42:39,316 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p1.music.126.net/6vhEmxLVkH0YYfvM7cTPxw==/109951163725215638.jpg?param=50y50)' at line 1")
WARNING - 2019-01-07 01:42:39,355 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p1.music.126.net/6vhEmxLVkH0YYfvM7cTPxw==/109951163725215638.jpg?param=50y50,' at line 1")
INFO - 2019-01-07 01:42:46,412 - 点击歌曲<a href="/song?id=92778"><b title="她的眼睛会下雨">她的眼睛<div class="soil">利题</div>会下雨</b></a>
WARNING - 2019-01-07 01:42:52,482 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p1.music.126.net/swNlfBf9mmsnBECinW-bFg==/109951163359453199.jpg?param=50y50)' at line 1")
WARNING - 2019-01-07 01:42:52,518 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p1.music.126.net/swNlfBf9mmsnBECinW-bFg==/109951163359453199.jpg?param=50y50,' at line 1")
INFO - 2019-01-07 01:42:59,629 - 点击歌曲<a href="/song?id=557407051"><b title="每一句都很甜">每一句<div class="soil">漸槿</div>都很甜</b></a>
WARNING - 2019-01-07 01:43:05,869 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p2.music.126.net/GrGygme1iaasQ1DVvqUDZg==/109951163302107453.jpg?param=50y50)' at line 1")
WARNING - 2019-01-07 01:43:05,906 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near ':@李思雨LI词:@王振泽曲:王振泽/@江潮Jency编曲:江潮混音:@ET封' at line 1")
INFO - 2019-01-07 01:43:12,917 - 点击歌曲<a href="/song?id=519136840"><b title="只只">只<div class="soil">觨獼</div>只</b></a>
INFO - 2019-01-07 01:43:17,125 - 开始执行脚本 index.py
INFO - 2019-01-07 01:43:32,979 - 点击歌单: <a title="新的一年，希望你喜欢的人也喜欢你" href="/playlist?id=2553249650" class="msk" data-res-id="2553249650" data-res-type="13" data-res-action="log" data-res-data="recommendclick|0|featured|user-playlist"></a>
WARNING - 2019-01-07 01:43:40,541 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '://p4.music.126.net/3t8vLEdBM8ahwJVdt6c3GA==/109951163761633425.jpg?param=200y20' at line 1")
WARNING - 2019-01-07 01:43:40,731 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=573384240, 如约而至, 寻宝游戏, 许嵩, NULL, 04:15, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:40,882 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=92778, 她的眼睛会下雨, 蓝光&nbsp;新歌+精选, 胡歌, NULL, ' at line 1")
WARNING - 2019-01-07 01:43:41,040 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=557407051, 每一句都很甜, 每一句都很甜, 新乐尘符, NULL, ' at line 1")
WARNING - 2019-01-07 01:43:41,191 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=519136840, 只只, 只只, 孟凡明, NULL, 03:54, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:41,329 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=504826080, 路过南京，路过你, 路过南京，路过你, 江皓' at line 1")
WARNING - 2019-01-07 01:43:41,474 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=374597, 你被写在我的歌里, 你在烦恼什么, 苏打绿/陈嘉' at line 1")
WARNING - 2019-01-07 01:43:41,629 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=450041299, 我赖你, 我赖你, 苏打绿, NULL, 04:18, NULL, 25532496' at line 1")
WARNING - 2019-01-07 01:43:41,790 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=85571, 我们俩, 微微, 郭顶, NULL, 03:13, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:41,934 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=376417, 一生有你, 一生有你, 水木年华, NULL, 04:18, NULL, 25' at line 1")
WARNING - 2019-01-07 01:43:42,098 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=427016671, 爱你就像爱生命, 爱你就像爱生命, 房东的猫, ' at line 1")
WARNING - 2019-01-07 01:43:42,252 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=186843, 月亮代表我的心, 钟情张国荣, 张国荣, NULL, 04:10,' at line 1")
WARNING - 2019-01-07 01:43:42,417 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=498482991, 月光, 月光, 陶峻汐, NULL, 04:18, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:42,591 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=108503, 期待爱, JJ陆, 林俊杰/金莎, NULL, 03:54, NULL, 25532496' at line 1")
WARNING - 2019-01-07 01:43:42,742 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=191924, 最特别的存在, 深情痞子&nbsp;仔仔精选&nbsp;2001-20' at line 1")
WARNING - 2019-01-07 01:43:42,909 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=5267256, 爱很简单, 闭上眼睛去旅行&nbsp;2, 陶喆, NULL, 04:3' at line 1")
WARNING - 2019-01-07 01:43:43,058 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25884676, 幸福预兆, 仰望, 杨丞琳, NULL, 04:00, NULL, 255324965' at line 1")
WARNING - 2019-01-07 01:43:43,210 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=63876, 离不开你, 黑洞, 陈小春, NULL, 04:44, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:43,358 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1305154813, 余温, 余温, 石恩隆, NULL, 04:57, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:43,520 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=558759908, 如你, 如你, 董超Silence, NULL, 03:22, NULL, 2553249650' at line 1")
WARNING - 2019-01-07 01:43:43,666 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=497131712, 稀罕没理由, illi异类, 潘玮柏/吴昕, NULL, 03:59, ' at line 1")
WARNING - 2019-01-07 01:43:43,817 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=1336372554, 填满美梦, 填满美梦, 翟宇锋, NULL, 03:07, NULL, 2' at line 1")
WARNING - 2019-01-07 01:43:43,969 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=233974, 我的秘密, A.I.N.Y.&nbsp;爱你, G.E.M.邓紫棋, NULL, 04:1' at line 1")
WARNING - 2019-01-07 01:43:44,127 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=25638599, 两个人的烟火, 烟火&nbsp;新曲+精选, 黎明, NULL, ' at line 1")
WARNING - 2019-01-07 01:43:44,276 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=31260347, 最难过，最美好的回忆, 最难过，最美好的回' at line 1")
WARNING - 2019-01-07 01:43:44,426 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=556145357, 穿梭, 穿梭, 赵学昊, NULL, 03:15, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:44,574 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=457051526, 小拳拳捶你胸口, 小拳拳捶你胸口, 西瓜JUN, NUL' at line 1")
WARNING - 2019-01-07 01:43:44,723 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=108468, 小酒窝, JJ陆, 林俊杰/蔡卓妍, NULL, 03:38, NULL, 25532' at line 1")
WARNING - 2019-01-07 01:43:44,875 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=85621, 第一次, 第1次个人创作专辑, 光良, NULL, 04:23, NULL,' at line 1")
WARNING - 2019-01-07 01:43:45,033 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=537208061, 谈情说爱, 谈情说爱, 小晏晏/伊小葵, NULL, 03:35' at line 1")
WARNING - 2019-01-07 01:43:45,176 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=165340, 有点甜, 万有引力, , NULL, 03:55, NULL, 2553249650)' at line 1")
WARNING - 2019-01-07 01:43:45,330 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=165375, 专属味道, 慢慢懂, 汪苏泷/By2, NULL, 03:33, NULL, 2553' at line 1")
WARNING - 2019-01-07 01:43:45,483 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=29408659, 我想和你看电影, 洗耳朵的卡夫卡, 汪苏泷, NULL' at line 1")
WARNING - 2019-01-07 01:43:45,636 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=479219330, 我一定会爱上你, 我一定会爱上你, 方糖泡泡, ' at line 1")
WARNING - 2019-01-07 01:43:45,784 - (1064, "You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near '/song?id=506092654, 我看着你的时候, 我看着你的时候, 谢春花, NUL' at line 1")
